Season,Team,Owner,Player Name,Position,NFL Team,,,,,,,,,
2017,The J.O.B. Squad,Tom,Todd Gurley II,RB,LAR,,,,,,,,,
2017,Gotham City Rogues,Dan,Duke Johnson Jr.,RB,CLE,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Dion Lewis,RB,TEN,,,,,,,,,
2017,Thanks.,TSizz,Latavius Murray,RB,MIN,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Alex Collins,RB,BAL,,,,,,,,,
2017,Abdullah OBKongata,Spear,LeSean McCoy,RB,BUF,,,,,,,,,
2017,Reverend Payne,Rob,Jonathan Stewart,RB,NYG,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Giovani Bernard,RB,CIN,,,,,,,,,
2017,Team Foote Longs,Wes,Lamar Miller,RB,HOU,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Alvin Kamara,RB,NO,,,,,,,,,
2017,Nothing to see Here,Ken,JuJu Smith-Schuster,WR,PIT,,,,,,,,,
2017,Eat The Sandwich,Spencer,Michael Crabtree,WR,BAL,,,,,,,,,
2017,The J.O.B. Squad,Tom,Leonard Fournette,RB,JAX,,,,,,,,,
2017,Gotham City Rogues,Dan,Alshon Jeffery,WR,PHI,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Sammy Watkins,WR,KC,,,,,,,,,
2017,Thanks.,TSizz,Rod Smith,RB,DAL,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Mike Davis,RB,SEA,,,,,,,,,
2017,Abdullah OBKongata,Spear,Dede Westbrook,WR,JAX,,,,,,,,,
2017,Reverend Payne,Rob,Keelan Cole,WR,JAX,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Mohamed Sanu,WR,ATL,,,,,,,,,
2017,Team Foote Longs,Wes,Carlos Hyde,RB,CLE,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Julio Jones,WR,ATL,,,,,,,,,
2017,Nothing to see Here,Ken,Doug Baldwin,WR,SEA,,,,,,,,,
2017,Eat The Sandwich,Spencer,Marvin Jones Jr.,WR,DET,,,,,,,,,
2017,The J.O.B. Squad,Tom,Demaryius Thomas,WR,DEN,,,,,,,,,
2017,Gotham City Rogues,Dan,Brandin Cooks,WR,LAR,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,DeAndre Hopkins,WR,HOU,,,,,,,,,
2017,Thanks.,TSizz,Devin Funchess,WR,CAR,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Mike Evans,WR,TB,,,,,,,,,
2017,Abdullah OBKongata,Spear,AJ Green,WR,CIN,,,,,,,,,
2017,Reverend Payne,Rob,TY Hilton,WR,IND,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Randall Cobb,WR,GB,,,,,,,,,
2017,Team Foote Longs,Wes,Stefon Diggs,WR,MIN,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Keenan Allen,WR,LAC,,,,,,,,,
2017,Nothing to see Here,Ken,Jarvis Landry,WR,CLE,,,,,,,,,
2017,Eat The Sandwich,Spencer,Josh Gordon,WR,CLE,,,,,,,,,
2017,The J.O.B. Squad,Tom,Corey Coleman,WR,CLE,,,,,,,,,
2017,Gotham City Rogues,Dan,Rovert Woods,WR,LAR,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Sterling Shepard,WR,NYG,,,,,,,,,
2017,Thanks.,TSizz,Tyreek Hill,WR,KC,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Michael Thomas,WR,NO,,,,,,,,,
2017,Abdullah OBKongata,Spear,Adam Thielen,WR,MIN,,,,,,,,,
2017,Reverend Payne,Rob,Dez Bryant,WR,DAL,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Mike Wallace,WR,PHI,,,,,,,,,
2017,Team Foote Longs,Wes,Cooper Kupp,WR,LAR,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Martavis Bryant,WR,PIT,,,,,,,,,
2017,Nothing to see Here,Ken,Larry Fitzgerald,WR,ARI,,,,,,,,,
2017,Eat The Sandwich,Spencer,Jordy Nelson,WR,LV,,,,,,,,,
2017,The J.O.B. Squad,Tom,Kenny Smith,WR,MIA,,,,,,,,,
2017,Gotham City Rogues,Dan,Rob Gronkowski,TE,NE,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Robby Anderson,WR,NYJ,,,,,,,,,
2017,Thanks.,TSizz,Jared Cook,TE,LV,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Jamison Crowder,WR,WAS,,,,,,,,,
2017,Abdullah OBKongata,Spear,Golden Tate,WR,DET,,,,,,,,,
2017,Reverend Payne,Rob,Rishard Matthews,WR,TEN,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Davante Adams,WR,GB,,,,,,,,,
2017,Team Foote Longs,Wes,Nelson Agholor,WR,PHI,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Travis Kelce,TE,KC,,,,,,,,,
2017,Nothing to see Here,Ken,Charles Clay,TE,BUF,,,,,,,,,
2017,Eat The Sandwich,Spencer,Greg Olsen,TE,CAR,,,,,,,,,
2017,The J.O.B. Squad,Tom,Jimmy Graham,TE,GB,,,,,,,,,
2017,Gotham City Rogues,Dan,Jack Doyle,TE,IND,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Evan Engram,TE,NYG,,,,,,,,,
2017,Thanks.,TSizz,Hunter Henry,TE,LAC,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Cameron Brate,TE,TB,,,,,,,,,
2017,Abdullah OBKongata,Spear,Eric Ebron,TE,IND,,,,,,,,,
2017,Reverend Payne,Rob,Delanie Walker,TE,TEN,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Julius Thomas,TE,MIA,,,,,,,,,
2017,Team Foote Longs,Wes,Jason Witten,TE,DAL,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Zach Ertz,TE,PHI,,,,,,,,,
2017,Nothing to see Here,Ken,Bills D/ST,DEF,BUF,,,,,,,,,
2017,Eat The Sandwich,Spencer,Lions D/ST,DEF,DET,,,,,,,,,
2017,The J.O.B. Squad,Tom,Rams D/ST,DEF,LAR,,,,,,,,,
2017,Gotham City Rogues,Dan,Bears D/ST,DEF,CHI,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Vikings D/ST,DEF,MIN,,,,,,,,,
2017,Thanks.,TSizz,Jaguars D/ST,DEF,JAX,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Seahawks D/ST,DEF,SEA,,,,,,,,,
2017,Abdullah OBKongata,Spear,Redskins D/ST,DEF,WAS,,,,,,,,,
2017,Reverend Payne,Rob,Chargers D/ST,DEF,LAC,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Saints D/ST,DEF,NO,,,,,,,,,
2017,Team Foote Longs,Wes,Eagles D/ST,DEF,PHI,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Panthers D/ST,DEF,CAR,,,,,,,,,
2017,Nothing to see Here,Ken,Justin Tucker,K,BAL,,,,,,,,,
2017,Eat The Sandwich,Spencer,Ryan Succop,K,TEN,,,,,,,,,
2017,The J.O.B. Squad,Tom,Stephen Gostkowski,K,NE,,,,,,,,,
2017,Gotham City Rogues,Dan,Harrison Butker,K,KC,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Kai Forbath,K,MIN,,,,,,,,,
2017,Thanks.,TSizz,Wil Lutz,K,NO,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Matt Prater,K,DET,,,,,,,,,
2017,Abdullah OBKongata,Spear,Sam Ficken,K,LAR,,,,,,,,,
2017,Reverend Payne,Rob,Jake Elliott,K,PHI,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Mason Crosby,K,GB,,,,,,,,,
2017,Team Foote Longs,Wes,Robbie Gould,K,SF,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Matt Bryant,K,ATL,,,,,,,,,
2017,Nothing to see Here,Ken,Marshawn Lynch,RB,LV,,,,,,,,,
2017,Eat The Sandwich,Spencer,CJ ANderson,RB,DEN,,,,,,,,,
2017,The J.O.B. Squad,Tom,Tevin Coleman,RB,ATL,,,,,,,,,
2017,Gotham City Rogues,Dan,Joe Mixon,RB,CIN,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Antonio Brown,WR,PIT,,,,,,,,,
2017,Thanks.,TSizz,Chris Ivory,RB,BUF,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Doug Martin,RB,LV,,,,,,,,,
2017,Abdullah OBKongata,Spear,Kelvin Benjamin,WR,BUF,,,,,,,,,
2017,Reverend Payne,Rob,Jermaine Kearse,WR,NYJ,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Ezekiel Elliott,RB,DAL,,,,,,,,,
2017,Team Foote Longs,Wes,Jameis Winston,QB,TB,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Drew Brees,QB,NO,,,,,,,,,
2017,Nothing to see Here,Ken,Jeremy Maclin,WR,BAL,,,,,,,,,
2017,Eat The Sandwich,Spencer,James White,RB,NE,,,,,,,,,
2017,The J.O.B. Squad,Tom,Corey Davis,WR,TEN,,,,,,,,,
2017,Gotham City Rogues,Dan,DeVante Parker,WR,MIA,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Frank Gore,RB,MIA,,,,,,,,,
2017,Thanks.,TSizz,Javorius Allen,RB,BAL,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Austin Seferian-Jenkins,TE,JAX,,,,,,,,,
2017,Abdullah OBKongata,Spear,Ameer Adbullah,RB,DET,,,,,,,,,
2017,Reverend Payne,Rob,Alfred Morris,RB,DAL,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Wendell Smallwood,RB,PHI,,,,,,,,,
2017,Team Foote Longs,Wes,Danny Woodhead,RB,BAL,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Bilal Powell,RB,NYJ,,,,,,,,,
2017,Nothing to see Here,Ken,DeSean Jackson,WR,TB,,,,,,,,,
2017,Eat The Sandwich,Spencer,Alex Smith,QB,WAS,,,,,,,,,
2017,The J.O.B. Squad,Tom,Philip Rivers,QB,LAC,,,,,,,,,
2017,Gotham City Rogues,Dan,Derek Carr,QB,LV,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Kyle Rusolph,TE,MIN,,,,,,,,,
2017,Thanks.,TSizz,JJ Nelson,WR,ARI,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Carson Wentz,QB,PHI,,,,,,,,,
2017,Abdullah OBKongata,Spear,Aaron Rodgers,QB,GB,,,,,,,,,
2017,Reverend Payne,Rob,Tyrod Taylor,QB,CLE,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Samaje Perine,RB,WAS,,,,,,,,,
2017,Team Foote Longs,Wes,Mike Gillislee,RB,NE,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Chris Hogan,WR,NE,,,,,,,,,
2017,Nothing to see Here,Ken,Orleans Darkwa,RB,NYG,,,,,,,,,
2017,Eat The Sandwich,Spencer,Paul Richardson,WR,WAS,,,,,,,,,
2017,The J.O.B. Squad,Tom,Will Fuller V,WR,HOU,,,,,,,,,
2017,Gotham City Rogues,Dan,Josh Doctson,WR,WAS,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Tyrell Williams,WR,LAC,,,,,,,,,
2017,Thanks.,TSizz,Allen Hurns,WR,DAL,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Emmanuel Sanders,WR,DEN,,,,,,,,,
2017,Abdullah OBKongata,Spear,Marqise Lee,WR,JAX,,,,,,,,,
2017,Reverend Payne,Rob,Jimmy Garoppolo,QB,SF,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Eli Manning,QB,NYG,,,,,,,,,
2017,Team Foote Longs,Wes,Dak Prescott,QB,DAL,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Matt Forte,RB,NYJ,,,,,,,,,
2017,Nothing to see Here,Ken,Vernon Davis,TE,WAS,,,,,,,,,
2017,Eat The Sandwich,Spencer,Tyler Kroft,TE,CIN,,,,,,,,,
2017,The J.O.B. Squad,Tom,Jamaal Williams,RB,GB,,,,,,,,,
2017,Gotham City Rogues,Dan,Damien Williams,RB,KC,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,JD McKissic,RB,SEA,,,,,,,,,
2017,Thanks.,TSizz,LeGarrette BKount,RB,DET,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Aaron Jones,RB,GB,,,,,,,,,
2017,Abdullah OBKongata,Spear,Travis Benjamin,WR,LAC,,,,,,,,,
2017,Reverend Payne,Rob,Marcus Mariota,QB,TEN,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Torrey Smith,WR,CAR,,,,,,,,,
2017,Team Foote Longs,Wes,Ted Ginn Jr.,WR,NO,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Ed Dickson,TE,SEA,,,,,,,,,
2017,Nothing to see Here,Ken,Rex Burkhead,RB,NE,,,,,,,,,
2017,Eat The Sandwich,Spencer,Dalvin Cook,RB,MIN,,,,,,,,,
2017,The J.O.B. Squad,Tom,Steelers D/ST,DEF,PIT,,,,,,,,,
2017,Gotham City Rogues,Dan,Ravens D/ST,DEF,BAL,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,TJ Yeldon,RB,JAX,,,,,,,,,
2017,Thanks.,TSizz,Amari Cooper,WR,LV,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Tarik Cohen,RB,DAL,,,,,,,,,
2017,Abdullah OBKongata,Spear,Dontrelle Inman,WR,DAL,,,,,,,,,
2017,Reverend Payne,Rob,Kerwynn Williams,RB,ARI,,,,,,,,,
2017,LSC Stud Muffins,Dylan,Marquise Goodwin,WR,SF,,,,,,,,,
2017,Team Foote Longs,Wes,Austin Hooper,TE,ATL,,,,,,,,,
2017,Seabass and the Fellas,Geoff,Eddie Lacy,RB,SEA,,,,,,,,,
2017,The J.O.B. Squad,Tom,Deshaun Watson,QB,HOU,,,,,,,,,
2017,Pray For Johnny Man-Zeer,Gavin,Chris Carson,RB,SEA,,,,,,,,,
2017,Captain Kirk's Enterprise,James,Odell Beckham Jr.,WR,NYG,,,,,,,,,
2017,Reverend Payne,Rob,David Johnson,RB,ARI,,,,,,,,,
2018,Ez Win 4U,Ken,Russell Wilson,QB,SEA,,,,,,,,,
2018,Eat The Sandwich,Spencer,Cam Newton,QB,CAR,,,,,,,,,
2018,Trust The Process,Tom,Dak Prescott,QB,DAL,,,,,,,,,
2018,Gotham City Rogues,Dan,Deshaun Watson,QB,HOU,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Andrew Luck,QB,IND,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Jared Goff,QB,LAR,,,,,,,,,
2018,Team To Be Named Later,James,Patrick Mahomes,QB,KC,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Baker Mayfield,QB,CLE,,,,,,,,,
2018,Reverend Payne,Rob,Ben Roethlisberger,QB,PIT,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Matt Ryan,QB,ATL,,,,,,,,,
2018,Team Foote Longs,Wes,Philip Rivers,QB,LAC,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Tom Brady,QB,NE,,,,,,,,,
2018,Ez Win 4U,Ken,Dion Lewis,RB,TEN,,,,,,,,,
2018,Eat The Sandwich,Spencer,Dalvin Cook,RB,MIN,,,,,,,,,
2018,Trust The Process,Tom,Leonard Fournette,RB,JAX,,,,,,,,,
2018,Gotham City Rogues,Dan,Sony Michel,RB,NE,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Mark Ingram II,RB,NO,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Christian McCaffrey,RB,CAR,,,,,,,,,
2018,Team To Be Named Later,James,Chis Carson,RB,SEA,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Melvin Gordon,RB,LAC,,,,,,,,,
2018,Reverend Payne,Rob,David Johnson,RB,ARI,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Exekiel Elliott,RB,DAL,,,,,,,,,
2018,Team Foote Longs,Wes,Jordan Howard,RB,DAL,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Alvin Kamara,RB,NO,,,,,,,,,
2018,Ez Win 4U,Ken,Austin Ekeler,RB,LAC,,,,,,,,,
2018,Eat The Sandwich,Spencer,Theo Riddick,RB,DET,,,,,,,,,
2018,Trust The Process,Tom,Saquon Barkley,RB,NYG,,,,,,,,,
2018,Gotham City Rogues,Dan,Nick Cubb,RB,CLE,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Damien Williams,RB,KC,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Tarik Cohen,RB,DAL,,,,,,,,,
2018,Team To Be Named Later,James,Jamaal Williams,RB,GB,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Phillip Lindsay,RB,DEN,,,,,,,,,
2018,Reverend Payne,Rob,Tevin Coleman,RB,ATL,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Frank Gore,RB,MIA,,,,,,,,,
2018,Team Foote Longs,Wes,Peyton Barber,RB,TB,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Jalen Richard,RB,LV,,,,,,,,,
2018,Ez Win 4U,Ken,Marlon Mack,RB,IND,,,,,,,,,
2018,Eat The Sandwich,Spencer,Golden Tate,WR,PHI,,,,,,,,,
2018,Trust The Process,Tom,Matt Breida,RB,SF,,,,,,,,,
2018,Gotham City Rogues,Dan,Joe Mixon,RB,CIN,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Chris Hogan,WR,NE,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,James White,RB,NE,,,,,,,,,
2018,Team To Be Named Later,James,Elijah McGuire,RB,NYJ,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,DaeSean Hamilton,WR,DEN,,,,,,,,,
2018,Reverend Payne,Rob,Mike Evans,WR,TB,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Donte Moncrief,WR,JAX,,,,,,,,,
2018,Team Foote Longs,Wes,Tyrell Williams,WR,LAC,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Julio Jones,WR,ATL,,,,,,,,,
2018,Ez Win 4U,Ken,Adam Thielen,WR,MIN,,,,,,,,,
2018,Eat The Sandwich,Spencer,Dede Westbrook,WR,JAX,,,,,,,,,
2018,Trust The Process,Tom,Brandin Cooks,WR,LAR,,,,,,,,,
2018,Gotham City Rogues,Dan,Keenan Allen,WR,LAC,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Antonio Brown,WR,PIT,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Amari Cooper,WR,DAL,,,,,,,,,
2018,Team To Be Named Later,James,Michael Thomas,WR,NO,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Calvin Ridley,WR,ATL,,,,,,,,,
2018,Reverend Payne,Rob,TY Hilton,WR,IND,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Allen Robinson,WR,DAL,,,,,,,,,
2018,Team Foote Longs,Wes,Robby Anderson,WR,NYJ,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Alshon Jeffery,WR,PHI,,,,,,,,,
2018,Ez Win 4U,Ken,Corey Davis,WR,TEN,,,,,,,,,
2018,Eat The Sandwich,Spencer,Zay Jones,WR,BUF,,,,,,,,,
2018,Trust The Process,Tom,Tre'Quan Smith,WR,NO,,,,,,,,,
2018,Gotham City Rogues,Dan,Jarvis Landry,WR,CLE,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,DeAndre Hopkins,WR,HOU,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Chris Godwin,WR,TB,,,,,,,,,
2018,Team To Be Named Later,James,Doug Baldwin,WR,SEA,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Jamison Crowder,WR,WAS,,,,,,,,,
2018,Reverend Payne,Rob,Stefon Diggs,WR,BUF,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Cole Beasley,WR,DAL,,,,,,,,,
2018,Team Foote Longs,Wes,Mike Williams,WR,LAC,,,,,,,,,
2018,Seabass and the Fellas,Geoff,DeSean Jackson,WR,TB,,,,,,,,,
2018,Ez Win 4U,Ken,Eric Ebron,TE,IND,,,,,,,,,
2018,Eat The Sandwich,Spencer,Evan Engram,TE,NYG,,,,,,,,,
2018,Trust The Process,Tom,Dante Pettis,WR,SF,,,,,,,,,
2018,Gotham City Rogues,Dan,Rob Gronkowski,TE,NE,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Tyler Lockett,WR,SEA,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Tyreek Hill,WR,KC,,,,,,,,,
2018,Team To Be Named Later,James,Devante Adams,WR,GB,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Julian Edelman,WR,NE,,,,,,,,,
2018,Reverend Payne,Rob,Robert Woods,WR,LAR,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Jermaine Kearse,WR,NYJ,,,,,,,,,
2018,Team Foote Longs,Wes,Mohamed Sanu,WR,ATL,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Kelvin Benjamin,WR,KC,,,,,,,,,
2018,Ez Win 4U,Ken,David Njoku,TE,CLE,,,,,,,,,
2018,Eat The Sandwich,Spencer,Trey Burton,TE,DAL,,,,,,,,,
2018,Trust The Process,Tom,Chris Herndon,TE,NYJ,,,,,,,,,
2018,Gotham City Rogues,Dan,Jared Cook,TE,LV,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Zach Ertz,TE,PHI,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,CJ Uzomah,TE,CIN,,,,,,,,,
2018,Team To Be Named Later,James,Camerno Brate,TE,TB,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,George Kittle,TE,SF,,,,,,,,,
2018,Reverend Payne,Rob,Vance McDonald,TE,PIT,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Austin Hooper,TE,ATL,,,,,,,,,
2018,Team Foote Longs,Wes,Kyle Rudolph,TE,MIN,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Travis Kelce,TE,KC,,,,,,,,,
2018,Ez Win 4U,Ken,Titans D/ST,DEF,TEN,,,,,,,,,
2018,Eat The Sandwich,Spencer,Vikings D/ST,DEF,MIN,,,,,,,,,
2018,Trust The Process,Tom,Texans D/ST,DEF,HOU,,,,,,,,,
2018,Gotham City Rogues,Dan,Bears D/ST,DEF,CHI,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Broncos D/ST,DEF,DEN,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Rams D/ST,DEF,LAR,,,,,,,,,
2018,Team To Be Named Later,James,Patriots D/ST,DEF,NE,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Falcons D/ST,DEF,ATL,,,,,,,,,
2018,Reverend Payne,Rob,Lions D/ST,DEF,DET,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Panthers D/ST,DEF,CAR,,,,,,,,,
2018,Team Foote Longs,Wes,Chargers D/ST,DEF,LAC,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Redskins D/ST,DEF,WAS,,,,,,,,,
2018,Ez Win 4U,Ken,Greg Zuerlein,K,LAR,,,,,,,,,
2018,Eat The Sandwich,Spencer,Dan Bailey,K,MIN,,,,,,,,,
2018,Trust The Process,Tom,Harrison Butker,K,KC,,,,,,,,,
2018,Gotham City Rogues,Dan,Stephen Gostkowski,K,NE,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Jason Myers,K,NYJ,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Matt Prater,K,DET,,,,,,,,,
2018,Team To Be Named Later,James,Aldrick Rosas,K,NYG,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Dustin Hopkins,K,WAS,,,,,,,,,
2018,Reverend Payne,Rob,Wil Lutz,K,NO,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Justin Tucker,K,BAL,,,,,,,,,
2018,Team Foote Longs,Wes,Ka'imi Fairbairn,K,HOU,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Graham Gano,K,CAR,,,,,,,,,
2018,Ez Win 4U,Ken,Larry Fitgerald,WR,ARI,,,,,,,,,
2018,Eat The Sandwich,Spencer,Juju Smith-Schuster,WR,PIT,,,,,,,,,
2018,Trust The Process,Tom,Todd Gurley II,RB,LAR,,,,,,,,,
2018,Gotham City Rogues,Dan,Kenny Golladay,WR,DET,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Kenyan Drake,RB,MIA,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Sammy Watkins,WR,KC,,,,,,,,,
2018,Team To Be Named Later,James,Odell Beckham Jr,WR,NYG,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Aaron Rodgers,QB,GB,,,,,,,,,
2018,Reverend Payne,Rob,Carlos Hyde,RB,JAX,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Jimmy Graham,TE,GB,,,,,,,,,
2018,Team Foote Longs,Wes,Lamar Miller,RB,HOU,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Josh Doctson,WR,WAS,,,,,,,,,
2018,Ez Win 4U,Ken,LeSean McCoy,RB,BUF,,,,,,,,,
2018,Eat The Sandwich,Spencer,Kenny Stills,WR,MIA,,,,,,,,,
2018,Trust The Process,Tom,TJ Yeldon,RB,JAX,,,,,,,,,
2018,Gotham City Rogues,Dan,James Conner,RB,PIT,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Ravens D/ST,DEF,BAL,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Kirk Cousins,QB,MIN,,,,,,,,,
2018,Team To Be Named Later,James,Doug Martin,RB,LV,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Adrian Peterson,RB,WAS,,,,,,,,,
2018,Reverend Payne,Rob,Kerryon Johnson,RB,DET,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Jordy Nelson,WR,LV,,,,,,,,,
2018,Team Foote Longs,Wes,Kareem Hunt,RB,KC,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Pierre Garcon,WR,SF,,,,,,,,,
2018,Ez Win 4U,Ken,Jordan Reed,TE,WAS,,,,,,,,,
2018,Eat The Sandwich,Spencer,Latavius Murray,RB,MIN,,,,,,,,,
2018,Trust The Process,Tom,Gus Edwards,RB,BAL,,,,,,,,,
2018,Gotham City Rogues,Dan,Josh Reynolds,WR,LAR,,,,,,,,,
2018,The Comeback of Johnny Man-Zeer,Gavin,Josh Adams,RB,PHI,,,,,,,,,
2018,Spock's 1995 Toyota Camry,TSizz,Danny Ammendola,WR,MIA,,,,,,,,,
2018,Team To Be Named Later,James,Justin Jackson,RB,LAC,,,,,,,,,
2018,SanchezIs MyKeeper,Spear,Chris Thompson,RB,WAS,,,,,,,,,
2018,Reverend Payne,Rob,Marquise Goodwin,WR,SF,,,,,,,,,
2018,LSC Stud Muffins,Dylan,Willie Snead IV,WR,BAL,,,,,,,,,
2018,Team Foote Longs,Wes,Josh Gordon,WR,NE,,,,,,,,,
2018,Seabass and the Fellas,Geoff,Michael Crabtree,WR,BAL,,,,,,,,,
2018,Ez Win 4U,Ken,Jaguars D/ST,DEF,JAX,,,,,,,,,
2018,Eat The Sandwich,Spencer,Cooper Kupp,WR,LAR,,,,,,,,,
2018,Trust The Process,Tom,Spencer Ware,RB,KC,,,,,,,,,
2018,Gotham City Rogues,Dan,Jameis Winston,QB,TB,,,,,,,,,
